affiliation	url	ror_results	chosen	score	matching_type	organization.name	organization.id	organization.country.country_name
University of Botswana	https://api.ror.org/organizations?affiliation=University+of+Botswana	3	TRUE	1	PHRASE	University of Botswana	https://ror.org/01encsj80	Botswana
University of Bremen	https://api.ror.org/organizations?affiliation=University+of+Bremen	19	TRUE	1	PHRASE	University of Bremen	https://ror.org/04ers2y35	Germany
University of Bremen, Germany	https://api.ror.org/organizations?affiliation=University+of+Bremen,+Germany	6	TRUE	1	PHRASE	University of Bremen	https://ror.org/04ers2y35	Germany
University of Bristol	https://api.ror.org/organizations?affiliation=University+of+Bristol	20	TRUE	1	PHRASE	University of Bristol	https://ror.org/0524sp257	United Kingdom
University of Bristol, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Bristol,+United+Kingdom	13	TRUE	1	PHRASE	University of Bristol	https://ror.org/0524sp257	United Kingdom
University of British Columbia	https://api.ror.org/organizations?affiliation=University+of+British+Columbia	20	TRUE	1	PHRASE	University of British Columbia	https://ror.org/03rmrcq20	Canada
University of California at Los Angeles, USA	https://api.ror.org/organizations?affiliation=University+of+California+at+Los+Angeles,+USA	9	TRUE	1	PHRASE	University of California, Los Angeles	https://ror.org/046rm7j60	United States
University of California San Diego, San Diego	https://api.ror.org/organizations?affiliation=University+of+California+San+Diego,+San+Diego	11	TRUE	1	PHRASE	University of California, San Diego	https://ror.org/0168r3w48	United States
University of California- Riverside, USA	https://api.ror.org/organizations?affiliation=University+of+California-+Riverside,+USA	5	TRUE	0.97	PHRASE	University of California, Riverside	https://ror.org/03nawhv43	United States
University of California-Los Angeles	https://api.ror.org/organizations?affiliation=University+of+California-Los+Angeles	10	TRUE	0.94	PHRASE	University of California, Los Angeles	https://ror.org/046rm7j60	United States
University of California, Berkeley, USA	https://api.ror.org/organizations?affiliation=University+of+California,+Berkeley,+USA	20	TRUE	1	PHRASE	University of California, Berkeley	https://ror.org/01an7q238	United States
University of California, Berkeley, USA. UC Berkeley, USA	https://api.ror.org/organizations?affiliation=University+of+California,+Berkeley,+USA.+UC+Berkeley,+USA	30	TRUE	1	PHRASE	University of California, Berkeley	https://ror.org/01an7q238	United States
University of California, Davis, USA	https://api.ror.org/organizations?affiliation=University+of+California,+Davis,+USA	16	TRUE	1	PHRASE	University of California, Davis	https://ror.org/05rrcem69	United States
University of California, Los Angeles, Los Angeles	https://api.ror.org/organizations?affiliation=University+of+California,+Los+Angeles,+Los+Angeles	30	TRUE	1	PHRASE	University of California, Los Angeles	https://ror.org/046rm7j60	United States
University of California, Merced, Merced	https://api.ror.org/organizations?affiliation=University+of+California,+Merced,+Merced	19	TRUE	1	PHRASE	University of California, Merced	https://ror.org/00d9ah105	United States
University of California, San Diego && Copenhagen Business School	https://api.ror.org/organizations?affiliation=University+of+California,+San+Diego+&&+Copenhagen+Business+School	21	TRUE	1	PHRASE	University of California, San Diego	https://ror.org/0168r3w48	United States
University of California, San Diego, USA	https://api.ror.org/organizations?affiliation=University+of+California,+San+Diego,+USA	26	TRUE	1	PHRASE	University of California, San Diego	https://ror.org/0168r3w48	United States
University of California, San Diego, USA. UCSD, USA	https://api.ror.org/organizations?affiliation=University+of+California,+San+Diego,+USA.+UCSD,+USA	36	TRUE	1	PHRASE	University of California, San Diego	https://ror.org/0168r3w48	United States
University of California, Santa Barbara, USA	https://api.ror.org/organizations?affiliation=University+of+California,+Santa+Barbara,+USA	23	TRUE	1	PHRASE	University of California, Santa Barbara	https://ror.org/02t274463	United States
University of Cambridge	https://api.ror.org/organizations?affiliation=University+of+Cambridge	20	TRUE	1	PHRASE	University of Cambridge	https://ror.org/013meh722	United Kingdom
University of Cambridge && Harvard University	https://api.ror.org/organizations?affiliation=University+of+Cambridge+&&+Harvard+University	20	TRUE	1	PHRASE	University of Cambridge	https://ror.org/013meh722	United Kingdom
University of Cambridge, Cambridge	https://api.ror.org/organizations?affiliation=University+of+Cambridge,+Cambridge	28	TRUE	1	PHRASE	University of Cambridge	https://ror.org/013meh722	United Kingdom
University of Cambridge, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Cambridge,+United+Kingdom	16	TRUE	1	PHRASE	University of Cambridge	https://ror.org/013meh722	United Kingdom
University of Central Arkansas	https://api.ror.org/organizations?affiliation=University+of+Central+Arkansas	9	TRUE	1	PHRASE	University of Central Arkansas	https://ror.org/029bp0k25	United States
University of Chicago, USA	https://api.ror.org/organizations?affiliation=University+of+Chicago,+USA	9	TRUE	1	PHRASE	University of Chicago	https://ror.org/024mw5h28	United States
University of Cologne	https://api.ror.org/organizations?affiliation=University+of+Cologne	21	TRUE	1	PHRASE	University of Cologne	https://ror.org/00rcxh774	Germany
University of Cologne, Cologne	https://api.ror.org/organizations?affiliation=University+of+Cologne,+Cologne	33	TRUE	1	PHRASE	University of Cologne	https://ror.org/00rcxh774	Germany
University of Cologne, Cologne; Max Planck Institute for the Study of Societies, Cologne	https://api.ror.org/organizations?affiliation=University+of+Cologne,+Cologne;+Max+Planck+Institute+for+the+Study+of+Societies,+Cologne	33	TRUE	1	PHRASE	University of Cologne	https://ror.org/00rcxh774	Germany
University of Cologne, Germany	https://api.ror.org/organizations?affiliation=University+of+Cologne,+Germany	7	TRUE	1	PHRASE	University of Cologne	https://ror.org/00rcxh774	Germany
University of Colorado Boulder	https://api.ror.org/organizations?affiliation=University+of+Colorado+Boulder	10	TRUE	1	PHRASE	University of Colorado Boulder	https://ror.org/02ttsq026	United States
University of Colorado Boulder, Boulder	https://api.ror.org/organizations?affiliation=University+of+Colorado+Boulder,+Boulder	17	TRUE	1	PHRASE	University of Colorado Boulder	https://ror.org/02ttsq026	United States
University of Colorado Boulder, USA	https://api.ror.org/organizations?affiliation=University+of+Colorado+Boulder,+USA	10	TRUE	1	PHRASE	University of Colorado Boulder	https://ror.org/02ttsq026	United States
University of Colorado, USA	https://api.ror.org/organizations?affiliation=University+of+Colorado,+USA	12	FALSE	0.88	HEURISTICS	University of Colorado System	https://ror.org/00jc20583	United States
University of Complutense, Spain	https://api.ror.org/organizations?affiliation=University+of+Complutense,+Spain	4	FALSE	0.88	COMMON TERMS	Complutense University of Madrid	https://ror.org/02p0gd045	Spain
University of Connecticut, USA	https://api.ror.org/organizations?affiliation=University+of+Connecticut,+USA	4	TRUE	1	PHRASE	University of Connecticut	https://ror.org/02der9h97	United States
University of Copenhagen	https://api.ror.org/organizations?affiliation=University+of+Copenhagen	19	TRUE	1	PHRASE	University of Copenhagen	https://ror.org/035b05819	Denmark
University of Copenhagen, Copenhagen	https://api.ror.org/organizations?affiliation=University+of+Copenhagen,+Copenhagen	23	TRUE	1	PHRASE	University of Copenhagen	https://ror.org/035b05819	Denmark
University of Copenhagen, Denmark	https://api.ror.org/organizations?affiliation=University+of+Copenhagen,+Denmark	6	TRUE	1	PHRASE	University of Copenhagen	https://ror.org/035b05819	Denmark
University of Copenhagen, Leiden University, University of Bergen, University of Strathclyde	https://api.ror.org/organizations?affiliation=University+of+Copenhagen,+Leiden+University,+University+of+Bergen,+University+of+Strathclyde	41	TRUE	1	PHRASE	University of Strathclyde	https://ror.org/00n3w3b69	United Kingdom
University of Cyprus	https://api.ror.org/organizations?affiliation=University+of+Cyprus	6	TRUE	1	PHRASE	University of Cyprus	https://ror.org/02qjrjx09	Cyprus
University of Cyprus, Cyprus	https://api.ror.org/organizations?affiliation=University+of+Cyprus,+Cyprus	6	TRUE	1	PHRASE	University of Cyprus	https://ror.org/02qjrjx09	Cyprus
University of Cyprus, Nicosia	https://api.ror.org/organizations?affiliation=University+of+Cyprus,+Nicosia	8	TRUE	1	PHRASE	University of Cyprus	https://ror.org/02qjrjx09	Cyprus
University of Delaware, USA	https://api.ror.org/organizations?affiliation=University+of+Delaware,+USA	4	TRUE	1	PHRASE	University of Delaware	https://ror.org/01sbq1a82	United States
University of Duisburg-Essen	https://api.ror.org/organizations?affiliation=University+of+Duisburg-Essen	19	TRUE	1	PHRASE	University of Duisburg-Essen	https://ror.org/04mz5ra38	Germany
University of Duisburg-Essen, Germany	https://api.ror.org/organizations?affiliation=University+of+Duisburg-Essen,+Germany	7	TRUE	1	PHRASE	University of Duisburg-Essen	https://ror.org/04mz5ra38	Germany
University of East Anglia	https://api.ror.org/organizations?affiliation=University+of+East+Anglia	19	FALSE	1	HEURISTICS	University of East	https://ror.org/01e0ns064	Pakistan
University of East Anglia, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+East+Anglia,+United+Kingdom	11	TRUE	1	PHRASE	University of East Anglia	https://ror.org/026k5mg93	United Kingdom
University of Ediburgh, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Ediburgh,+United+Kingdom	6	FALSE	0.69	COMMON TERMS	United Learning	https://ror.org/01xnh6j48	United Kingdom
University of Edinburgh, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Edinburgh,+United+Kingdom	16	TRUE	1	PHRASE	University of Edinburgh	https://ror.org/01nrxwf90	United Kingdom
University of Edinburgh, United Kingdom. University of Edinburgh, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Edinburgh,+United+Kingdom.+University+of+Edinburgh,+United+Kingdom	16	TRUE	1	PHRASE	University of Edinburgh	https://ror.org/01nrxwf90	United Kingdom
University of Essex	https://api.ror.org/organizations?affiliation=University+of+Essex	20	TRUE	1	PHRASE	University of Essex	https://ror.org/02nkf1q06	United Kingdom
University of Essex, Colchester	https://api.ror.org/organizations?affiliation=University+of+Essex,+Colchester	24	TRUE	1	PHRASE	University of Essex	https://ror.org/02nkf1q06	United Kingdom
University of Essex, Department of Government	https://api.ror.org/organizations?affiliation=University+of+Essex,+Department+of+Government	41	TRUE	1	PHRASE	University of Essex	https://ror.org/02nkf1q06	United Kingdom
University of Essex, Department of Government, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Essex,+Department+of+Government,+United+Kingdom	9	TRUE	1	PHRASE	University of Essex	https://ror.org/02nkf1q06	United Kingdom
University of Essex, UK	https://api.ror.org/organizations?affiliation=University+of+Essex,+UK	2	TRUE	1	PHRASE	University of Essex	https://ror.org/02nkf1q06	United Kingdom
University of Essex, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Essex,+United+Kingdom	9	TRUE	1	PHRASE	University of Essex	https://ror.org/02nkf1q06	United Kingdom
University of Essex, United Kingdom && Vrije Universiteit Amsterdam, Netherlands	https://api.ror.org/organizations?affiliation=University+of+Essex,+United+Kingdom+&&+Vrije+Universiteit+Amsterdam,+Netherlands	9	TRUE	1	PHRASE	University of Essex	https://ror.org/02nkf1q06	United Kingdom
University of Essex, Wivenhoe	https://api.ror.org/organizations?affiliation=University+of+Essex,+Wivenhoe	20	TRUE	1	PHRASE	University of Essex	https://ror.org/02nkf1q06	United Kingdom
University of Essez, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Essez,+United+Kingdom	6	FALSE	0.69	COMMON TERMS	United Learning	https://ror.org/01xnh6j48	United Kingdom
University of Exeter	https://api.ror.org/organizations?affiliation=University+of+Exeter	20	TRUE	1	PHRASE	University of Exeter	https://ror.org/03yghzc09	United Kingdom
University of Exeter (UK)	https://api.ror.org/organizations?affiliation=University+of+Exeter+(UK)	2	TRUE	1	COMMON TERMS	University of Exeter	https://ror.org/03yghzc09	United Kingdom
University of Exeter & Exeter Q-Step Centre, Exeter	https://api.ror.org/organizations?affiliation=University+of+Exeter+&+Exeter+Q-Step+Centre,+Exeter	20	TRUE	1	PHRASE	University of Exeter	https://ror.org/03yghzc09	United Kingdom
University of Exeter, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Exeter,+United+Kingdom	8	TRUE	1	PHRASE	University of Exeter	https://ror.org/03yghzc09	United Kingdom
University of Florida, Gainesville	https://api.ror.org/organizations?affiliation=University+of+Florida,+Gainesville	11	TRUE	1	PHRASE	University of Florida	https://ror.org/02y3ad647	United States
University of Florida, USA	https://api.ror.org/organizations?affiliation=University+of+Florida,+USA	10	TRUE	1	PHRASE	University of Florida	https://ror.org/02y3ad647	United States
University of Frankfurt, Germany. University of Mannheim, Germany	https://api.ror.org/organizations?affiliation=University+of+Frankfurt,+Germany.+University+of+Mannheim,+Germany	14	TRUE	1	PHRASE	European University Viadrina	https://ror.org/02msan859	Germany
University of Freiburg, Germany	https://api.ror.org/organizations?affiliation=University+of+Freiburg,+Germany	8	TRUE	1	PHRASE	University of Freiburg	https://ror.org/0245cg223	Germany
University of Fribourg, Switzerland	https://api.ror.org/organizations?affiliation=University+of+Fribourg,+Switzerland	13	TRUE	1	PHRASE	University of Fribourg	https://ror.org/022fs9h90	Switzerland
University of Geneva	https://api.ror.org/organizations?affiliation=University+of+Geneva	19	TRUE	1	PHRASE	University of Geneva	https://ror.org/01swzsf04	Switzerland
University of Geneva, Geneva	https://api.ror.org/organizations?affiliation=University+of+Geneva,+Geneva	27	TRUE	1	PHRASE	University of Geneva	https://ror.org/01swzsf04	Switzerland
University of Geneva, Geneve	https://api.ror.org/organizations?affiliation=University+of+Geneva,+Geneve	25	TRUE	1	PHRASE	University of Geneva	https://ror.org/01swzsf04	Switzerland
University of Geneva, Switzerland	https://api.ror.org/organizations?affiliation=University+of+Geneva,+Switzerland	16	TRUE	1	PHRASE	University of Geneva	https://ror.org/01swzsf04	Switzerland
University of Geneva, Switzerland. University of Bremen, Germany	https://api.ror.org/organizations?affiliation=University+of+Geneva,+Switzerland.+University+of+Bremen,+Germany	22	TRUE	1	PHRASE	University of Geneva	https://ror.org/01swzsf04	Switzerland
University of Georgia, USA	https://api.ror.org/organizations?affiliation=University+of+Georgia,+USA	10	TRUE	1	PHRASE	University of Georgia	https://ror.org/00te3t702	United States
University of Glasgow	https://api.ror.org/organizations?affiliation=University+of+Glasgow	21	TRUE	1	PHRASE	University of Glasgow	https://ror.org/00vtgdb53	United Kingdom
University of Glasgow, Germany	https://api.ror.org/organizations?affiliation=University+of+Glasgow,+Germany	0						
University of Glasgow, Glasgow	https://api.ror.org/organizations?affiliation=University+of+Glasgow,+Glasgow	26	TRUE	1	PHRASE	University of Glasgow	https://ror.org/00vtgdb53	United Kingdom
University of Glasgow, School of Social & Political Sciences	https://api.ror.org/organizations?affiliation=University+of+Glasgow,+School+of+Social+&+Political+Sciences	39	TRUE	1	PHRASE	University of Glasgow	https://ror.org/00vtgdb53	United Kingdom
University of Glasgow, United Kingdom	https://api.ror.org/organizations?affiliation=University+of+Glasgow,+United+Kingdom	12	TRUE	1	PHRASE	University of Glasgow	https://ror.org/00vtgdb53	United Kingdom
