affiliation	affiliation_ror	affiliation_url	affiliation_ccode	affiliation_cname
University College Dublin	University College Dublin	https://ror.org/05m7pjf47	IE	Ireland
University College Dublin, Ireland	University College Dublin	https://ror.org/05m7pjf47	IE	Ireland
University College London	University College London	https://ror.org/02jx3x895	GB	United Kingdom
University College London && University of Copenhagen	University College London	https://ror.org/02jx3x895	GB	United Kingdom
University College London (UCL)	University College London	https://ror.org/02jx3x895	GB	United Kingdom
University College London (UCL), United Kingdom	University College London	https://ror.org/02jx3x895	GB	United Kingdom
University College London, Department of Political Science	University College London	https://ror.org/02jx3x895	GB	United Kingdom
University College London, London	University College London	https://ror.org/02jx3x895	GB	United Kingdom
University College London, United Kingdom	University College London	https://ror.org/02jx3x895	GB	United Kingdom
University College London, United Kingdom && University of Copenhagen, Denmark	University College London	https://ror.org/02jx3x895	GB	United Kingdom
University College London, United Kingdom. UCL, United Kingdom	University College London	https://ror.org/02jx3x895	GB	United Kingdom
University College of Dublin, Ireland	University College Dublin	https://ror.org/05m7pjf47	IE	Ireland
University College, Dublin, Ireland	University College Dublin	https://ror.org/05m7pjf47	IE	Ireland
University College, London	University College London	https://ror.org/02jx3x895	GB	United Kingdom
University Duisburg-Essen	University of Duisburg-Essen	https://ror.org/04mz5ra38	DE	Germany
University Koblenz Landau	University of Koblenz and Landau	https://ror.org/01j9f6752	DE	Germany
University Konstanz, Germany	University of Konstanz	https://ror.org/0546hnb39	DE	Germany
University Mannheim	University of Mannheim	https://ror.org/031bsb921	DE	Germany
University Of Oslo, Norway	University of Oslo	https://ror.org/01xtthb56	NO	Norway
University Of Rochester	University of Rochester	https://ror.org/022kthw22	US	United States
University Pompeu Fabra	Pompeu Fabra University	https://ror.org/04n0g0b29	ES	Spain
University Pompeu Fabra, Spain	Pompeu Fabra University	https://ror.org/04n0g0b29	ES	Spain
University at Buffalo	University at Buffalo, State University of New York	https://ror.org/01y64my43	US	United States
University for Continuining Education Krems, Austria	Universität für Weiterbildung Krems	https://ror.org/03ef4a036	AT	Austria
University of A Coruña, Spain	University of A Coruña	https://ror.org/01qckj285	ES	Spain
University of Aarhus	Aarhus University	https://ror.org/01aj84f44	DK	Denmark
University of Alabama	University of Alabama	https://ror.org/03xrrjk67	US	United States
University of Alabama, USA	University of Alabama	https://ror.org/03xrrjk67	US	United States
University of Albany, USA	University at Albany, State University of New York	https://ror.org/012zs8222	US	United States
University of Amsterdam	University of Amsterdam	https://ror.org/04dkp9463	NL	Netherlands
University of Amsterdam && Ghent University	University of Amsterdam	https://ror.org/04dkp9463	NL	Netherlands
University of Amsterdam && University of California, Davis	University of Amsterdam	https://ror.org/04dkp9463	NL	Netherlands
University of Amsterdam (ASCoR)	University of Amsterdam	https://ror.org/04dkp9463	NL	Netherlands
University of Amsterdam / ASCoR	University of Amsterdam	https://ror.org/04dkp9463	NL	Netherlands
University of Amsterdam, AMSTERDAM	University of Amsterdam	https://ror.org/04dkp9463	NL	Netherlands
University of Amsterdam, Amsterdam	University of Amsterdam	https://ror.org/04dkp9463	NL	Netherlands
University of Amsterdam, Communication Science	University of Amsterdam	https://ror.org/04dkp9463	NL	Netherlands
University of Amsterdam, Netherlands	University of Amsterdam	https://ror.org/04dkp9463	NL	Netherlands
University of Antwerp	University of Antwerp	https://ror.org/008x57b05	BE	Belgium
University of Antwerp, Belgium	University of Antwerp	https://ror.org/008x57b05	BE	Belgium
University of Arizona	University of Arizona	https://ror.org/03m2x1q45	US	United States
University of Arizona, USA	University of Arizona	https://ror.org/03m2x1q45	US	United States
University of Arkansas at Little Rock	University of Arkansas at Little Rock	https://ror.org/04fttyv97	US	United States
University of Arkansas at Little Rock, USA	University of Arkansas at Little Rock	https://ror.org/04fttyv97	US	United States
University of Arkansas, Little Rock, USA	University of Arkansas at Little Rock	https://ror.org/04fttyv97	US	United States
University of Auckland, New Zealand	University of Auckland	https://ror.org/03b94tp07	NZ	New Zealand
University of Bamberg	University of Bamberg	https://ror.org/01c1w6d29	DE	Germany
University of Bamberg, Germany	University of Bamberg	https://ror.org/01c1w6d29	DE	Germany
University of Barcelona	University of Barcelona	https://ror.org/021018s57	ES	Spain
University of Barcelona, Spain	University of Barcelona	https://ror.org/021018s57	ES	Spain
University of Basel	University of Basel	https://ror.org/02s6k3f65	CH	Switzerland
University of Basel, Basel	University of Basel	https://ror.org/02s6k3f65	CH	Switzerland
University of Basel, Switzerland	University of Basel	https://ror.org/02s6k3f65	CH	Switzerland
University of Bath	University of Bath	https://ror.org/002h8g185	GB	United Kingdom
University of Bath, United Kingdom	University of Bath	https://ror.org/002h8g185	GB	United Kingdom
University of Bergen	University of Bergen	https://ror.org/03zga2b32	NO	Norway
University of Bergen, Department of Comparative Politics	University of Bergen	https://ror.org/03zga2b32	NO	Norway
University of Bergen, Norway	University of Bergen	https://ror.org/03zga2b32	NO	Norway
University of Bergen, Norway && Chr. Michelsens Institute, Norway	University of Bergen	https://ror.org/03zga2b32	NO	Norway
University of Bergen, Norway && University of Southampton, United Kingdom	University of Bergen	https://ror.org/03zga2b32	NO	Norway
University of Bergen; Fafo - Institute for Social Research	University of Bergen	https://ror.org/03zga2b32	NO	Norway
University of Bern	University of Bern	https://ror.org/02k7v4d05	CH	Switzerland
University of Bern, Institute of Political Science, Switzerland	University of Bern	https://ror.org/02k7v4d05	CH	Switzerland
University of Bern, Switzerland	University of Bern	https://ror.org/02k7v4d05	CH	Switzerland
University of Birmingham	University of Birmingham	https://ror.org/03angcq70	GB	United Kingdom
University of Birmingham, UK	University of Birmingham	https://ror.org/03angcq70	GB	United Kingdom
University of Birmingham, United Kingdom	University of Birmingham	https://ror.org/03angcq70	GB	United Kingdom
University of Bocconi, Italy	Bocconi University	https://ror.org/05crjpb27	IT	Italy
University of Bologna	University of Bologna	https://ror.org/01111rn36	IT	Italy
University of Bologna, Italy	University of Bologna	https://ror.org/01111rn36	IT	Italy
University of Bologna, University of Paris	University of Bologna	https://ror.org/01111rn36	IT	Italy
University of Bonn, Germany	University of Bonn	https://ror.org/041nas322	DE	Germany
University of Botswana	University of Botswana	https://ror.org/01encsj80	BW	Botswana
University of Bremen	University of Bremen	https://ror.org/04ers2y35	DE	Germany
University of Bremen && University of Oldenburg	University of Bremen	https://ror.org/04ers2y35	DE	Germany
University of Bremen, Germany	University of Bremen	https://ror.org/04ers2y35	DE	Germany
University of Bremen, Socium	University of Bremen	https://ror.org/04ers2y35	DE	Germany
University of Bristol	University of Bristol	https://ror.org/0524sp257	GB	United Kingdom
University of Bristol, United Kingdom	University of Bristol	https://ror.org/0524sp257	GB	United Kingdom
University of British Columbia	University of British Columbia	https://ror.org/03rmrcq20	CA	Canada
University of British Columbia Okanagan	University of British Columbia	https://ror.org/03rmrcq20	CA	Canada
University of British Columbia, Canada	University of British Columbia	https://ror.org/03rmrcq20	CA	Canada
University of Brussels, Belgium	Université Libre de Bruxelles	https://ror.org/01r9htc13	BE	Belgium
University of Calgary, Canada	University of Calgary	https://ror.org/03yjb2x39	CA	Canada
University of California - San Diego	University of California, San Diego	https://ror.org/0168r3w48	US	United States
University of California Riverside, USA	University of California, Riverside	https://ror.org/03nawhv43	US	United States
University of California San Diego, San Diego	University of California, San Diego	https://ror.org/0168r3w48	US	United States
University of California San Diego, USA	University of California, San Diego	https://ror.org/0168r3w48	US	United States
University of California at Davis	University of California, Davis	https://ror.org/05rrcem69	US	United States
University of California at Los Angeles, USA	University of California, Los Angeles	https://ror.org/046rm7j60	US	United States
University of California at Merced	University of California, Merced	https://ror.org/00d9ah105	US	United States
University of California, Berkeley, USA	University of California, Berkeley	https://ror.org/01an7q238	US	United States
University of California, Berkeley, USA. UC Berkeley, USA	University of California, Berkeley	https://ror.org/01an7q238	US	United States
University of California, Davis	University of California, Davis	https://ror.org/05rrcem69	US	United States
University of California, Davis, USA	University of California, Davis	https://ror.org/05rrcem69	US	United States
University of California, Irvine	University of California, Irvine	https://ror.org/04gyf1771	US	United States
University of California, Irvine, USA	University of California, Irvine	https://ror.org/04gyf1771	US	United States
University of California, Los Angeles	University of California, Los Angeles	https://ror.org/046rm7j60	US	United States
University of California, Los Angeles (UCLA)	University of California, Los Angeles	https://ror.org/046rm7j60	US	United States
University of California, Los Angeles, Los Angeles	University of California, Los Angeles	https://ror.org/046rm7j60	US	United States
University of California, Merced	University of California, Merced	https://ror.org/00d9ah105	US	United States
University of California, Merced, Merced	University of California, Merced	https://ror.org/00d9ah105	US	United States
University of California, Riverside, USA	University of California, Riverside	https://ror.org/03nawhv43	US	United States
University of California, San Diego	University of California, San Diego	https://ror.org/0168r3w48	US	United States
University of California, San Diego && Copenhagen Business School	University of California, San Diego	https://ror.org/0168r3w48	US	United States
University of California, San Diego, USA	University of California, San Diego	https://ror.org/0168r3w48	US	United States
University of California, San Diego, USA. UCSD, USA	University of California, San Diego	https://ror.org/0168r3w48	US	United States
University of California, Santa Barbara	University of California, Santa Barbara	https://ror.org/02t274463	US	United States
University of California, Santa Barbara, USA	University of California, Santa Barbara	https://ror.org/02t274463	US	United States
University of California- Riverside, USA	University of California, Riverside	https://ror.org/03nawhv43	US	United States
University of California-Los Angeles	University of California, Los Angeles	https://ror.org/046rm7j60	US	United States
University of Cambridge	University of Cambridge	https://ror.org/013meh722	GB	United Kingdom
University of Cambridge && Harvard University	University of Cambridge	https://ror.org/013meh722	GB	United Kingdom
University of Cambridge, Cambridge	University of Cambridge	https://ror.org/013meh722	GB	United Kingdom
University of Cambridge, United Kingdom	University of Cambridge	https://ror.org/013meh722	GB	United Kingdom
University of Catania, Italy	University of Catania	https://ror.org/03a64bh57	IT	Italy
University of Central Arkansas	University of Central Arkansas	https://ror.org/029bp0k25	US	United States
University of Chicago	University of Chicago	https://ror.org/024mw5h28	US	United States
University of Chicago, USA	University of Chicago	https://ror.org/024mw5h28	US	United States
University of Cologne	University of Cologne	https://ror.org/00rcxh774	DE	Germany
University of Cologne, Cologne	University of Cologne	https://ror.org/00rcxh774	DE	Germany
University of Cologne, Cologne Center for Comparative Politics, Germany	University of Cologne	https://ror.org/00rcxh774	DE	Germany
University of Cologne, Cologne; Max Planck Institute for the Study of Societies, Cologne	University of Cologne	https://ror.org/00rcxh774	DE	Germany
University of Cologne, Germany	University of Cologne	https://ror.org/00rcxh774	DE	Germany
University of Colorado Boulder	University of Colorado Boulder	https://ror.org/02ttsq026	US	United States
University of Colorado Boulder, Boulder	University of Colorado Boulder	https://ror.org/02ttsq026	US	United States
University of Colorado Boulder, USA	University of Colorado Boulder	https://ror.org/02ttsq026	US	United States
University of Colorado, Boulder	University of Colorado Boulder	https://ror.org/02ttsq026	US	United States
University of Colorado, USA	University of Colorado System	https://ror.org/00jc20583	US	United States
University of Colorado-Bounder, USA	University of Colorado Boulder	https://ror.org/02ttsq026	US	United States
University of Complutense, Spain	Complutense University of Madrid	https://ror.org/02p0gd045	ES	Spain
University of Connecticut	University of Connecticut	https://ror.org/02der9h97	US	United States
University of Connecticut, USA	University of Connecticut	https://ror.org/02der9h97	US	United States
University of Copenhagen	University of Copenhagen	https://ror.org/035b05819	DK	Denmark
